,dates,rating,review,title
14,2017/06/15,5,저렴한 가격대.고즈넉한 분위기.다만 한가지 단점이 있다면휠체어를 탄 장애인이 관광하기에는 부적절하다는 것... ㅜ,아름다운 궁궐
15,2017/06/14,5,"경복궁은 한국의 대표적인 관광지 입니다. 한복을 입고 가면 무료 입장을 할수 있습니다 인근에 북촌,인사동, 등이 있어 관광코스의 중간에 위치해 있어 주변 관광에도 요긴합니다.",경복궁은 한국의 대표적인 관광지 입니다.
16,2017/06/13,5,관광지라는 이미지가 강하지만 날씨 좋은날 가족 나들이 가기에도 매우 좋은 곳입니다. 다만 경복궁 안쪽 궁궐지역은 울퉁불퉁한 돌길이라 유모차 가지고 이동하기 힘들어요. 한복 착용시 무료이기 때문에 한복 대여해서 방문하는 사람도 정말 많더군요. 경회루는 입장객 수 제한이 있어서 사전예약이 필수입니다.,아기와 함께한 가족 나들이
17,2017/06/12,4,외국 친구들 데리고 가면 무지 좋아한다. 복장도 빌려입어 보고 즐겁게 걸어다닐수 있다. 잊혀진 한국의 전통을 그나마 볼수 있는 곳. 전주한옥마을응 좀 애들 위주지만 여긴 나름 한복이 곱다. 2시간여 정도면 볼수있다,외쿡인들 좋아해요
18,2017/06/11,5,"주변에 경복궁과 운현궁, 창덕궁,종묘가 가까워 가족들과 나들이하기 딱 좋습니다날씨 좋은날 방문하면 금상첨화일듯해요",궁과 가까워요
19,2017/06/06,5,한국적이고 너무 예뿐 장소입니다 ! 외국인분들께 특히 추천드립니다!!!!입장료도 저렴하고 경회루는 너무 예뻐요!미리 정보 검색하고 가시면 전통공연도 관람하실수있어요!!!!,일년에 한번은 꼭 가는
20,2017/07/20,5,한국을 방문한 외국인들이 꼭 방문해야할 곳. 전통의상인 한복을 입고 궁내를 걷는 이벤트는 참 좋은 것 같다! ,한복을 입으면 입장이 무료
21,2017/07/14,5,평소엔 너무 가까이에 있어 잊고 살지만 문득 이런 점이 좋게 느껴질 때가 있어요. 입장료도 저렴하고 외국인 친구들에게 어필도 하고 참 좋습니다.,역사와 전통을 배울수있는 곳
22,2017/05/07,5,가장 큰 궁궐이고 볼 거리도 많다. 예전에 경회루 입장가능할 때 갔었는데 내부가 아주 특별한 건물이라고 느껴지진 않았지만 조상들이 어떻게 이용했을 지 상상하는 재미가 있었고 경회루 기념엽서는 정말 예뻤다.,경복궁
23,2017/04/30,5,데이트 겸 포켓몬 잡으러 갔는데. 중국인은 적은데.... 외국사람 많고 정신은 없었습니다. 아쉬웠지만 옆에 고궁박물관은 무료에다가 넘 좋아요,관광객들 참많았어요
24,2017/04/30,5,"창덕궁 달빛기행을 일때문에 또 개인적으로도 몇번이나 참여하면서, 이 좋은 것을 경복궁은 왜없나 아쉬웠었는데. 드디어 경복궁 별빛기행에 참여하는 영광을! 달빛기행은 후원까지 천천히 돌기때문에 이동시간이 많은 산책 느낌이 강한 반면, 별빛기행은 경복궁 설명 자체에 집중한 투어로 약간의 차이가 느껴진다. 거기에 배고픈이들을 위한 소주방 - 한식 도시락 체험까지! 약 40분정도의 가벼운 식사와 곁들여지는 음악 공연이 끝나면 본격적으로 투어가 시작되는데, 평소 경복궁과 다르게 전각안 조용히 켜져있는 불빛과 나즈막한 가구들이 그야말로 옛모습을 들여다보는 타임워프 체험같다.특정일 2시에 시작하는 예약은 초 스피드로 진행하지 않으면 승산이 없기 때문에 이럴경우는 취소표가 나올 확률이 높은 예약시작일 다음날 또는 막판에 한번씩 들어가서 새로고침을 눌러주면 약간의 번거로움과 수고끝에 귀한 표를 얻을 확률이 높아진다. 별빛기행도 좋지만 일반 야간개방도 단돈 몇천원에 충분히 훌륭하므로 대추천. 한복을 입은 입장객은 별도 예약도 가능하니 가능성은 더 업! 조금 더 시간을 내서 한국가구박물관(철저한 예약제..)까지 같이 본다면 더 좋겠다. ",조용하지만 풍성한 별빛경험
25,2017/04/24,5,경복궁은 지하철 3호선으로 연결되어 쉽게 갈 수 있어요. 고궁 박물관을 먼저 둘러보고 경복궁 투어를 하면 좋아요. 아이들과 산책 겸 역사공부도 할 수 있어요. 4월부터10월까지 사전예약하고 경회루에 입장할 수 있지요. 주역에 대해 좀 알고서 해설사의 경회루를 보면 더 신기하더군요. ,역사와 전통을 배울수있는 곳
26,2017/04/18,5,경복궁 가족 나들이나 아이들과 함께 왕궁 생활모습등을 볼수있어서 좋습니다 한복대여해주는 곳이 근처에 있어서 그것도 좋습니다 ,자녀들과 함께 구정연휴에 다녀옮
27,2017/04/12,5,아내와 가족이 함께한 여행입니다.1순위로 정한 일정이고 시간을 많이 들여 편안하고 유익한 여행이 되었습니다.이번은 봄여행이지만 지난번의 겨울여행때도 좋았고 사계절 내내 좋은 곳입니다.,가족여행
28,2017/04/12,5,도심에 이런 곳이 있다는게 참 좋아요. 평소엔 너무 가까이에 있어 잊고 살지만 문득 이런점이 좋게 느껴질때가 있어요. 입장료도 저렴하고 고즈넉하고 좋습니다,좋아요
29,2017/04/11,5,한국의 전통 문화를 살짝 보여주기 좋은거 같다요즘엔 한복을 입을수있는 곳들이 많아서 전통 의복 체험을 하기도 좋고 산책하며 쉬기 좋은 곳,홍콩에서 온 친구와 함께
30,2017/07/20,5,그야말로 조선 시대를 느낄 수 있는 서울에서 가장 전형적인 곳으로 한국 전통을 보여주는 최고의 곳이라고 할 수 있습니다. 특히 한복을 입고 방문하면 입장료도 무료이고 너무 좋아요,전통 한국을 느낄 수 있는 곳
31,2017/07/14,5,야간개장은 한국에서 특별히 합니다. 외국인은 1인당 4장 구매가능합니다. 정말 행사도 많고 너무 아름다운 경회루를 볼 수 있어요,4월 5월 야간개장 특별 개방
32,2017/04/08,5,"서울에 위치한 5개의 궁 중 단연, main 궁이라고 할 수 있는 경복궁은 다른 궁과 다르게 매주 화요일에 휴무에요. 궁이나 박물관을 방문 하실 때는 꼭 요일을 확인하세요.(단, 화요일이 국가공휴일이나 설*추석연휴라면 open할 수 있으니 참고하세요~)",매주 화요일은 휴무에요~**
33,2017/04/05,5,"낮에는 아름다운 기와와 단청, 궁궐의 고즈넉한 모습이 아름답다. 데이트를 하는 연인과 외국인 관광객이 많다. 한복을 입으면 입장료가 무료이다. 주변에 한복을 대여하는 곳이 많다. 뒤에 높은 건물이 없어 파란 하늘과 어우러진 아름다운 기와를 볼 수가 있다. 밤에 바라보는 경회루는 낭만적이다. 밤에도 꼭 보길 바란다. ",낮에도 아름답고 밤에도 아름다운 조선의 궁궐
34,2017/04/02,5,"오후에 한번, 야간에 한번 가보시길 추천합니다. 각각 나름의 멋이 있거든요. 외국인들도 많이 오고 한복사진 찍는 모습을 자주 볼 수 있지요. 경회루쪽으로 돌아 더 안 쪽으로 들어가보세요. 도보여행 하기에 이만한 여행지도 없어요. 추천!",제대로 보려면 꽤 오랜 시간이 소요됩니다.
35,2017/03/30,4,물론 서울에 계속 사는 분들은오히려 못가본 경우가 생기기도 하지만국적 불문하고 꼭 가봐야 하는 장소라고 생각합니다.해외에 나와있을때마다귀국하면 한 번 꼭 가게되는 매력적인 장소입니다.,서울오면 한 번 꼭 들려야 하는곳
36,2017/03/27,4,야간개장은 티켓구매 경쟁이 치열하다 하지만 외국사람은 그냥 티켓구매경쟁을 하지 않아도 된다. 신분증만 보여즈면 현장 티켓 가능,서울의 대표적인 명소
37,2017/03/24,5,역시 우리나라 최고의 궁인 경복궁입니다. 가끔 소주방을 오픈하여 차나 간단한 점심을 먹을 수 있게 이벤트를 열고 있습니다. 참고하셔서 그런 날 가시면 좋을 듯 합니다. 특히 비가 올 때 경복궁 처마에 비를 피하면서 듣는 비소리가 너무 좋았네요. 물론 곳곳에 웅덩이(그 옛날은 빗물이 고이지 않았지만 지금은 사람들이 많이 다니는 바람에 옛 배수 시스템이 작동하지 못한다고 하지요?!) 때문에 바지가 젖고는 하지만 저는 너무 좋았습니다. 물론 날이 좋은 날 경복궁내를 걷는 기분도 너무 좋습니다. ,경복궁 최고!
38,2017/03/21,5,요즘 한복을 입고 고궁에 입장하면 무료다이런 이벤트는 당연히 우리 부부에겐 빠져서는 안될 이벤트~~한복입고 고궁나들이 산뜻하고 즐거운 추억연신 사진찍기에 즐거운 하루를 보냈다~한복입고 고궁 나들이 강추!!,즐거운 한복나들이 고궁체험
39,2017/03/17,5,내국인이던 외국인이면 한국에 왔다면 꼭 가봐야합니다. 대한민국 이전의 역사를 가지고 있어 한국을 이해하는데 도움이 됩니다.,꼭 가봐야 할 장소
40,2017/07/20,5,고즈넉하고 화려한 경복궁의 산책은 옛날이면 감히 꿈도 꾸지 못했을 왕궁에서 생활을 잠시나마 즐기게 해준다. 가벼운 입장료로 한적하고 여유로움을 즐길 수 있는 이 곳은 밤에의 화려함과 물에 비친 경회루의 아름다움은 우리의 언어로 표현하기 어렵다. 도시의 번잡함이나 시끄러움을 벗어나 한잔의 차와 여유를 즐길 수 있는 곳으로 조상의 숨결을 그대로 전해주는 곳이다.,조선왕족과의 향연
41,2017/07/14,5,낮이나 밤이나 항상 아름다운 경복궁고풍스러운 궁의 멋을 느낄수 있었습니다연령 성별 불문하고 국내 해외 사람들 모두에게 추천합니다!,경복궁 나들이
42,2017/03/09,5,언제 가도 예쁘고 한국의 기운이 물씬 느껴지는 곳이에요~바쁜 서울 한복판에 잘 어울리는 전통적인 경복궁입니다,최고최고
43,2017/03/08,5,예전에 파리 노트르담 성당을 뉘 블랑쉬 때 간 적이 있었는데 그때 왜 우리나라에는 이런 이벤트가 없나 아쉬워했던 기억이 납니다. 경복궁이 야간에도 관람 가능하게 된 것은 그때의 아쉬움을 채워주기에 충분했어요. 사람이 좀 많아서 아쉽긴 하지만 그래도 한번쯤은 밤에 꼭 가보시길. ,꼭 밤에 가봐야하는 곳 중 하나 
44,2017/03/05,5,여기는 정말 웅장하고 한복체험도 할 수 있고 너무 좋아요.근처에 광화문.서울역.한옥마을.서촌북촌한옥마을등 도보로 가능한 핫플레이스가 많답니다.,경복궁 투어
45,2017/03/03,5,"갈 때마다 너무 좋아요 ㅎ근정전은 늘 근엄해보이고, 경회루는 항상 아름답습니다.걷기 좋은 궁궐인것 같아요~",서울에 사는대도 매년 설날이나 추석 때 방문해요~
46,2017/03/01,5,"경복궁을 자주 찾는 편이지만, 2월에 경복궁을 방문한 것은 이번이 처음이었어요. 그래도 꽃피고 단풍든 봄이나 가을의 고궁이 훨씬 좋겠죠? 경복궁을 매번 찾을 때마다 느끼는 것이지만 사계절마다 느낄 수 있는 또다른 매력이 있는 것 같아요. 고궁에서 친구들과 산책하면서 재미있는 시간 보내고 왔어요. 경복궁 안가보신 분들은 꼭 한번 가보세요!",2월의 경복궁도 가족나들이 하기에 아주 좋습니다.
47,2017/02/28,4,"경복궁은 봄, 여름, 가을, 겨울, 눈쌓인 겨울 전부 각기 매력이 있을것 같아 매시기 마다 찾아가고 싶어요. 지방에 살아서 이번겨울에 처음 방문해봤는데 서울시내한복판에서 뭔가 동떨어진 공간에 있는 느낌이라 시간여행자가 된듯한 기분이었어요 담벼락 하나를 놓고 평온하고 따뜻한 느낌이 드는 공간이었습니다. 박물관부터 쭉 구경하려면 3시간 이상은 충분히 걸릴것 같습니다.",4계절 가보면 다 좋을것 같네요
48,2017/02/17,4,"경복궁은 조선시대 왕과 왕의 가족들이 살고, 정사를 논했던 곳입니다.이번 방문에는 근정전,경회루 등 주요건물 보다 경복궁 뒤쪽 연못과 향원정 그리고 명성황후의 자취가 서려있는 건청궁 등을 눈여겨 보았습니다. 겨울에 둘러본 경복궁도 새로운 느낌으로 수많은 외국인들의 한복 체험 모습이 기억에 남습니다.",방문기
49,2017/02/16,4,작년 재작년부터 야간개장에 다녀왓는데요 ~신기하게도 매년갈때마다 느낌이 달라요 재작년분위기가 더 좋앗던거 같아요 그래도 언제나 좋은듯요 ^^ 낮이든 저녁이든요,경복궁 ~~ 
50,2017/07/20,5,낮에는 낮 나름대로의 장점이 있겠지만 기회가 된다면 야간개장시 가보는것도 아주 좋을것 같다. 조용한 분위기에 한복을 입고가면 덤!외국인들은 한국관광공사 서울센터에서 한복을 빌려입을 수 있습니다.,와이프와 결혼전 야간개장때 갔었던 데이트 코스
51,2017/07/14,5,언제나 서울의 좋은 관광명소라고 생각합니다한국적인 미를 느낄 수 있고 사계절에 따라 각기 다른 매력을 뽑냅니다,언제나 서울의 좋은 관광명소
52,2017/02/14,5,웅장하고 거대한 근정전에서 옛 왕의 자취를 느낄 수 있었고 가이드가 있어 안내를 들으며 관람하면 훨씬더 좋은 정보와 감동을 느낄 수 있다.,고풍스러운 궁궐에서 느끼는 옛 한국의 자취
53,2017/02/14,5,갈때마다 고즈넉하고 예쁜 경치에 항상 마음이 좋아져요야간개장때 가면 진짜 너무 예쁜데 사람이 너무많아서 힘들어요ㅠ,경복궁
54,2017/02/12,5,한국인들이 은근 경복궁 가본 사람이 드물어요경복궁 사계절 언제 방문해도 좋아요봄에는 가족들 나들이로 연인들 소풍가기 좋구친구들이건 다 좋아요 해외도 좋지만 경복궁도 꼭 가보세요외국인들에게만 좋은곳이 아닙니다 ㅋㅋ,경복궁은 언제나 강츄
55,2017/02/12,4,"설당일날 방문해서 무료로 입장했어요.중국인들이 너무나 많아서 여기저기 중국말밖에 안들리더군요,,또 공사하는 곳이 많았고 눈이 온지 얼마되지 않아 길이 많이 질척거렸어요사람이 너무 많을 때 가서 해설을 들을 수 없어 아쉬웠습니다.",설연휴방문
56,2017/02/10,5,눈오는 설날 다음날 경복궁에 갔어요 외국인 도망 코 사람들도 많았어요 한복을 입고 오면 공짜인지 한복을 입은 입고 온 사람들도 많더라구요 바로 앞에 한복을 대여 해주는 곳이 있어서 그런지 외국인들도 한복을 입고 오는 것 같았어요 경복궁은 언제나 좋아요,눈오는 설날
57,2017/02/02,5,"한복을 입고 방문하면, 입장료가 무료다.지하철역 근처에 한복 대여할 수 있는 곳이 있으니, 한복을 대여해서 입고 돌아다니는 것도 재미있는 경험이 될것 같다.",경복궁
58,2017/01/29,5,어떤 점에 가치를 두느냐에 따라 꼭 들러야 할 관광지가 다르겠지만 서울에 외국인들이 온다면 가이드 투어 혹은 문화해설사와 함께 꼭 방문해야할 코스라고 생각해요.조선의 역사와 한국의 미를 함께 느낄 수 있는 가치있는 곳입니다,서울에 왔다면 꼭 들러야할 곳
59,2017/01/25,5,여름저녁 봄가을 추천하지만 눈내린 겨울에도 멋집니다. 한국인인 제 입장에서는 어느 왕궁보다 운치있고 매력적이었어요 특히 비원과 함께 돌아볼 수 있게 예약하시고 궁궐해설사의 도움을 반드시 받아보세요,조선왕조의 정궁입니다
60,2017/07/20,5,5대궁 관광이 목표인데 청년 할인으로 잘 구경했습니다.경회루보다 안쪽 건청궁 앞 연못이 훨씬 예뻤어요.연주하는 행사도 있었는데 한번 알아보고 가시면 좋을 것 같아요.작은 도서관이 있는데 시대별로 전시되어 있어서 관심있는 분야에 대한 독서도 가능합니다.생각보다 꽤 넓어서 구두 신으면 불편할 것 같아요.,내국인 24세 이하 무료
61,2017/07/14,5,한국의 서울에는 조선의 역사가 가장 많이 남아 있는 곳이다. 5대 궁궐중에서 가장 대표적인 곳이다. 외국어로 설명 해주는 가이드가 있다. 외국인이라면 필히 가봐야 할 대표적인 명소다.,"서울 4대문 안의 조선의 역사 대표지, 외국인 필수"
62,2017/01/20,5,경북궁은 사실 한국인이지만 마음먹고 가지 않으면 잘 갈 수 없는 곳인데 외국인 친구 데리고 갈겸 처음 가보았습니다. 특유의 한가로운 그 분위기가 너무 좋았어요. 경회루를 배경으로 사진찍고 싶었는데 중국인들이 점령하여 아쉽게도 사진은 못찍었네요,너무 좋아요
63,2017/01/17,5,경복궁의 아름다운 경치 궁궐의 미를 느끼고 왔어요 혼자 부담없이 산책하고 왔어요 교통이 편리해 지하철과 버스로 편하게 다녀올수 있는게 좋았어요 경복궁 근처에 있는 통인시장도 좋습니다.,도시 안에서 여유있는 산책을 하고 왔어요
64,2017/01/13,5,아이들과 갔는데 내가 더 좋아 했네여 티비로만 보던 궁전이 딱...!!!미리 예약을 안해서 경회루 들어가보지 못했지만다음엔 꼭 예약,티비에서 보던 궁전이...
65,2017/01/11,5,"한국다운 곳을 찾고 싶다구요 ? 경복궁은 어떠신가요 ? 한복 대여로 많은 사람들이 친구,커플,가족할 것 없이 멋있는 사진을 찍는 곳 ! 한국인에게도 너무 좋은데 외국인에게는 얼마나 좋을까.","한국인에게도 좋고, 외국인에게는 더 좋은 경복궁 !"
66,2016/12/27,5,웅장하지는 않지만 곳곳에 조선시대의 디테일한 모습이 살아있는 곳입니다.가이드투어도 있으므로 이왕이면 역사적인 공부도 하면서 구경하면 더 좋습니다한복을 입고 간 후 주변의 서촌을 돌아보는 코스를 추천드려요.,소박한 아름다움이 있어요
67,2016/12/24,5,"역사적 의미가 있는 서울 시내 위치한 아름다운 우리 문화 유산입니다. 삼청동, 서촌, 북촌 등과 같이 구경하면 좋습니다.",서울 시내에 위치한 경복궁
68,2016/12/23,5,"궁궐 아카데미 코스를 가족모두 수강하면서 우리 궁궐에 대한 몰랐던 내용을 배우고, 역사를 바로 알게 되었습니다. 아이와 조선왕록실록 책을 사서 같이 보고 이야기하고... 그 시작은 경복궁 방문이었습니다. ",자녀에게 우리 역사를 제대로 알려줍시다.
69,2016/12/21,4,한복입은 어여쁜 소녀들을 만날 수 있는 곳정해진 시간에 찾아가면 설명해주시는 분들 계시니 설명과 함께 돌아보는 것 추천합니다.의미를 알면 더 좋아보여요.,"넓디 넓은 궁궐, 옛 조상님들은 어떻게 이 넓은 곳을 다니셨을까.."
70,2017/07/20,3,밝을때.어두울때. 둘다 가봤지만 늘 가도 멋있는곳. 한복입고 오면 입장이 무료라는 점도 좋고 한복입고 이곳을 돌아다니는 사람들을 보면 더 멋있다.,밤에보면 더 아름다운 !
71,2017/07/14,5,외국친구들하고 왔다가 다들 너무 좋아하네요 많은 분들이 한복을 입고 오셨더라구요. 친구들도 다음에는 한복을 입고 다시 방문하고 싶다고 하네요 ㅋㅋㅋ,경복궁
72,2016/12/17,5,우리나라 조선왕조의 역사와 함께하는 궁입니다. 서울에 있으며 지하철 경복궁역이 있어서 자유 여행객도 가기 참 좋아요. 구경할 것도 많으며 신청하면 역사 이야기를 해주는 선생님의 설명을 들으며 구경할 수 있어서 좋습니다.,조선 왕이 살았던 궁
73,2016/12/11,5,서울한복판에 있는 경복궁은 언제가도 아름답고 품위가 있네요.한바퀴 천천히 돌다보면 기분도 업되는 곳입니다.,서울으뜸
74,2016/12/10,5,"500년 수도였던 조선시대 경성의 왕궁이 바로 경복궁이다. 왕이 정치를 했던, 그리고 사대부들이 그 정치를 도왔던 흔적이다. 경복궁 내 정원과 호수등은 내가 조선시대로 넘어온 것이 아닌가 싶을 정도의 착각이 든다. 근처에서 한복체험도 할 수 있어 한복을 입고 경복궁을 걸어보는 것은 어떨까? 야간개장도 할때가 있으니 폐장시간을 잘 알아보면 이쁜 야경도 경험할 수 있다.",외국인들에게 가장 소개하고 싶은 서울
75,2016/12/09,5,야간개장일 때 가면 경복궁의 아름다운 모습을 더 많이 느낄수 있다. 보자마자 감탄을 쏟아내게 된다. 낮과는 또다른 경복궁의 우아한 아름다움과 자태를 느낄 수 있다. 아무곳이나 찍어도 죄다 작품이 되는 곳이다. 야간개장할 때 시간을 잘 맞춰가면 국악 공연도 볼 수 있고 경복궁안에서 더 많이 즐길수 있다. 한복입은 사람들도 많이 볼 수 있다. 그리고 야간개장일 때 가면 낮에도 그런지 잘 모르겠지만 장소마다 도와주시는 분들이 있는데 그분들이 하나하나 설명도 해주신다.,야간개장일때 가면 더 끝내주는 곳!
76,2016/12/04,5,"내가 가장 좋아하는 고궁중의 하나이다. 아름다운 한국의 미를 느끼기에도 좋고, 특히 가을에 낙엽이 물들면 정말 너무너무 아름다운 곳이다. 가족과 함께 가기에도 좋고 혼자서 생각하러 가기에도 좋은 곳임에 틀림없다. 강추하는 곳이다. ",한국의 멋진 미를 감상할 수 있는 곳
77,2016/12/03,5,"중국의 자금성도 보았지만 각자 나름의 장점이 있습니다. 자금성은 규모와 압도적인 웅장함이 큰 특징이라면, 한국의 경복궁은 그에 비해 소소하고 더 일상적이고 더 자연친화적입니다. 정문인 광화문을 지나 근정전을 바라볼 때는 뒷배경의 바위산들과 적절히 어우러져 근엄하고 엄숙한 느낌을 줍니다. 그러나 조금 더 들어가면 많은 마당과 정원, 낮고 여유롭게 지어진 건물들. 마치 산책하듯 높고 낮은 담장들을 따라 구석구석 생활의 흔적이 담긴 건물들을 지나가게 됩니다. 생활공간에서는 그 어디에서도 위압적인 모습은 없고 아기자기함과 소박함, 단출함이 주로 느껴집니다. 담장, 기와, 창살, 지붕곡선 등 여유롭게 걸으며 그냥 지나치기 쉬운 작은 것들에 집중해보세요. 한국의 선조들이 매우 사소한 것조차 세심하게 신경썼다는 것이 느껴질 거예요. 걷는게 힘들다면 잠깐 잔디밭에서 쉬셔도 될 정도로 여유가 있는 공간이지요. 수양버들이 늘어진 경회루의 의자에서 한낮 오후의 게으름을 한껏 부려보세요. 중국 이화원과 같은 화려함과 거대함은 없겠지만 건물과 나무, 산, 담장 등이 매우 부드럽고 조화로운 색감을 이루고 있음을 느낄 거예요. 다른 나라의 궁궐에 비한다면 경복궁은 화려함이나 웅장함 등은 사실 부족하다고 생각해요. 하지만 여유로운 공간과 소소한 기쁨과 건물들에 깃들어진 세심함과 그 검소한 미학, 배경과 어우러지는 자연스런 아름다움이 다른 궁궐에 전혀 뒤쳐지지않는 매력이 있다고 생각해요. ",자연과 어우러진 소박함과 엄숙함이 공존하는 곳.
78,2016/11/29,5,당연히 한국사람이라면 어렸을적부터 가봤겠지만 회사가 가까워서 더 자주 가는거같아요 ㅎㅎ언제가도 아름답고 좋아요 야간개방할때는 너무 이쁜데 경쟁이 빡세서...ㅋㅋㅋ,너무 아름다운 한국의 미!
79,2016/11/26,4,"한국을 대표하는 광화문이다. 지날때마다 그 웅장함에 경의를 표합니다. 역사적인 건물이지만, 복원된 건물이므로 사람이 살아야 한다고 생각합니다. 그 많은 빈방을 젊은이들한테 임대를 해주고 호텔처럼 빌려준다면 새로운 일자리와 주택문제를 해결할수 있다고 생각합니다. ",광화문은 웅장하고 힘이 있는 건축물이다.
80,2017/07/20,5,외국인 친구 둘을 데리고 갔더랬죠. 복원하는 과정에서 인위적인 멋도 가미가 되어 살짝은 아쉽지만 도심 한복판에 우리의 고궁을 보여줄 수 있어서 자랑스럽고 즐거웠습니다,서울시민의 자랑거리
81,2017/07/14,4,고즈넉하고 조용한 우리의 궁궐을 볼 수 있어서 좋았습니다. 다만 비가 오는 날 방문해서 아쉬움이 남아 다음에 재 방문 하고 싶습니다. ,좋습니다
82,2016/11/16,5,창덕궁과 함께 한국의 아름다움을 대표한다고 생각합니다. 도심에서 접근이 쉬우며 볼거리 즐길거리가 많아요,한국의 전통미에 대한 경탄
83,2016/11/16,5,서울에도 많은 궁궐이 있지만 경복궁은 단언컨데 최고인 것 같습니다. 한복 착용시 무료라는 것 등 많은 이벤트가 있으니 참여해보는 것도 나쁘진 않은것 같습니다.,최고 수준 궁궐
84,2016/11/15,3,조선의 대표 궁인만큼 가볼만하다. 하지만 너무 많은 관광객들이 있다.대표 전각들에는 사람들이 많지만 안쪽으로 들어가면 점점 줄어들기때문에 안쪽까지 보길 바란다. 경복궁과 함께 조금 옆에있는 창덕궁에도 함께 가면 좋다. 경복궁을 구경한다음 붙어있는 민속박물관에 가거나 나와서 삼청동 길을 구경하는것도 좋다.,너무 많은 관광객
85,2016/11/14,5,예전엔 전각이 몇 개 없었는데 요즘 많이 복원되었더라구요 뒤에 보이는 인왕산 진짜 멋있구요~ 삼청도 가까우니 함께 보셔도 좋을듯합니다,좋습니다
86,2016/11/13,5,"경복궁,경회루,향원정 등 한국의 고궁을 체험할 수 있으며 상당히 운치가 있다. 한복 착용시에는 관람료가 무료이다. 말이 필요없어 사진을 올린다.",서울 고궁투어의 최고봉
87,2016/11/11,5,"경복궁은 봄 여름 가을 겨울 모두 아름다운 대한민국을 대표하는 조선왕조의 궁궐입니다. 야간개장도 자주 하고있어요.3호선 경복궁역이 바로 연결되어 있고 5호선 광화문역도 가까워 접근하기도 좋습니다.경복궁 역 주변동네를 '서촌' 이라고 하는데이 지역은 특색있는 작은 가게, 레스토랑, 술집 이 모여있어 서울의 문화를 만끽할 수 있습니다.",사계절내내 아름다운 궁궐
88,2016/11/10,4,단풍이 들어서 요즘같은날 산책하기좋아요한복입고 친구들이랑 사진찍으러 가는것도 좋은추억이 될것같아요한국의 전통적인 아름다움을 느낄수있어요,산책하기좋아요
