,dates,rating,review,title
11,2016/11/06,2,"사랑과 야망, 에덴의 동쪽, 제빵왕 김탁구, 자이언트, 빛과 그림자, 감격시대, 허삼관 등 드라마나 영화 60~80년대 재현해놓았는데.. 좀더 관리가 되었으면 합니다",생각보다 별로였어요
12,2016/11/04,4,"과거에 온 것 같은 느낌, 그다지 크지는 않지만 사진찍기 좋아요차가 다니지 않으니 어린이들이 뛰어놀기도 좋아요",사진찍기 좋아요~
13,2016/10/24,3,세트장 분위기에 맞게 옷을 저렴하게 주고 체험할 수 있어요. 근데 그것 외엔 크게 볼 것은 없네ㅛ,60년대 의상체험있어요
14,2016/10/18,5,순천만과 같이 제일 기대하고 갔던 여행지였는데 어머니가 더 좋아하셨어요. 옛날 교복도 빌려입고 재미있는 연출 사진도 많이 찍고 왔습니다. 달동네스러운 곳이 뭔가 정겹고 제일 인상적이었네요. ㅎㅎ ,사진찍기 좋은 관광지
15,2016/09/30,5,드라마세트장을 처음가봐서잘은 모르지만 제가생각했던것보다는 좀작다는 느낌이있구요 안에들어가지못하는게좀아쉬웟어요 그래도 사진찍을때 너무잘나와서좋고요 많이본 배경들이 많아서 좀신기했습니다 특히 교복입도 사진찍는거 추천해드려요 감천문화마을이나 이러데에서 교볻입고찍는것보다 훨씬 배경이좋습니다 사진도잘나오고~,드라마세트장
16,2016/09/24,3,"입구에 들어서면 60~70년대 거리가 쭉 펼쳐져 있어요.교복 체험도 있어서 옛날 교복 입고 세트장 구경할수도 있어요.구석구석 돌아다니는데, 흥미로웠어요.세트장 안쪽으로 가면 산동네도 있는데, 다른 세트장에서 볼 수 없던 곳이라 신선했습니다.",재미있게 구경했어요.
17,2016/08/30,5,ㅎㅎㅎ 정말 볼게 많았어요~어디 산중턱으로 올라가서 뭐야 하고 봤더니.. 산중턱아주 드넓은 세트장이 나왔어요~주차공간도 넉넉했구요~가격은 성인기준 3000원 완전 저렴해매일 9시~18시까지 영업하고있어요..그냥 일반적인 셋트장도 많이 봤지만.달동네를 그대로 옮겨놓았다는 점이 너무 신기했어요~,순천만드라마세트장
18,2016/08/17,5,우스꽝스러운 사진 남길 목적으로 최고입니다. 교복대여도 즐거워요. 저는 교련복 빌렸는데 정말 즐겁게 놀다왔습니다. 옛날 배경으로 드라마 찍었던 곳이라 정말 생소하고 신기했습니다.,즐겁습니다.
19,2016/08/07,3,"순천 명소라고 해서 왔어요. 근데 한여름이라 너무 더웠음, 골프우산 들고 댕겼어요 ㅠㅠ 옛날교복 대여해줘서 빌려 입는분도 꽤 있었어요. 저희는 절대 노. 보는것만으로도 쪄요 그분들도 후회하셨을듯 ㅋㅋ 엄마랑 같이 오니 엄마시대 추억을 느끼시네요. 그중 작은 디스코장이 있었는데 모녀 둘이 잠시 신나게 고고 추고 왔습니다. 디스코장 선풍기가 가장 시원했어요~ ㅎㅎ",디스코 고고 
20,2017/06/17,5,"입장료가 아깝지 않은 재밌는 곳이예요. 혼자보다는 친구나 연인, 가족들같이 함께 할 수 있는 사람과 가는게 좋을 것 같아요. (물론 혼자도 재미나지만) 사진 찍고 옛 정취를 느끼며 이야기 하는 재미가 쏠쏠한 곳이거든요.",사진 찍는 재미가 있는 곳!
21,2016/07/13,5,"친구들과 매우 즐거운 시간을 보냈습니다. 옛날 풍경을 그대로 재현하여 놓았습니다. 1000원~2000원이면 옛날 교련복, 교복, 모자, 팔찌 등을 빌릴 수 있어 사진찍기에도 좋았습니다. ",친구들과 즐거운시간
22,2016/05/30,5,기대없이 방문했는데 사람이 많아 깜짝놀랐다. 추억의 교복대여해서 사진놀이하는 사람들이 많다. 드라마세트장에 대해 큰 관심이 없었는데 반전이 있는 곳이었다. 의외로 쏠쏠한 재미가 있음,추억여행지
23,2016/05/08,4,친구들과 같이 가면 옛날 교복입고 사진찍고 놀기 좋은 곳. 세트장 건물 안쪽까지 신경써서 지었으면 더 좋았을것 같은데 약간 아쉬움은 남는 곳.,친구들과 같이가면 재미있을 곳
24,2016/04/29,4,"입구가 티비 화면처럼 돼있어서 뭔가 티비속으로 들어가는 느낌이 들었고 들어가니교복 대여점 에서 대여도 되더라구요 저렴한 가격에 옛날 교복 대여해서 입고,달동네 등 여러 영화 촬영지 에서 사진도 많이 찍고 놀았네요최근 개봉한 해어화 라는 영화 촬영지라고 팻말 붙어 있어서 친구랑 같이 사진 찍었어요 히히좋은 추억 만들고 왔네요",친구들과 여행 갔던 곳
25,2016/04/21,5,"저는 친구와 왔지만 가족들과 와도 좋을 것 같아요^^ 저는 아주 어렸을 적에 어렴풋이 기억하는 곳들이 있을 뿐, 완벽하게 모든 곳들을 알지 못하는데 부모님과 왔다면 더 많은 이야기를 나누고 알 수 있지 않았을까 하는 아쉬움이 있네요ㅎㅎ 다만 장소가 조금 외져서 버스타고 다니시면 조금 힘드실 수도 있어요ㅎㅎ 저희는 버스에서 내려서 약 30분 정도 걸었던 것 같네요ㅎㅎ 저는 개인적으로 내일로 여행 중에 단연 가장 좋았던 곳이라고 기억해요. 구경할 거리가 가장 많았고, 옛날 추억이 없더라도 타임슬립으로 과거로 온 듯한 착각을 느끼게 해줬던 곳이거든요ㅎㅎ 잘 정돈되어 있는 곳이라서 아마 오시면 후회하지 않으실 거에요. 아, 그리고 그린카드(우리카드)를 가지고 계신 분은 무료로 관람 가능하세요! 혹시 그 카드가 있으시면 꼭 제시하시길! 또 하나 말씀드리자면, 근처에 먹을 곳은 거의 없는 것 같아요. 따라서 미리 식사를 하고 오시거나 먹을거리를 사오시는 걸 추천합니다!(안에서 먹어도 되는 지는 잘 모르겠습니다만)",아련한 추억을 선사하는 곳
26,2016/02/29,3,"종영된지 오래된 드라마지만 사랑과 야망 이라는 드라마를 꽤나 심도있게 감상하였는데.바로 그 사랑과 야망 주인공들의 애환이 서린, 상경하여 마련한 달동네집이 바로 여기 세트장입니다.방문했을때의 날씨는 12월 말의 흐린 날씨여서 왠지모르게 서글픈 느낌이 크게 와닿던 곳입니다. 세트장이 생각보다 실물크기보다 작다는 느낌이 들었어요. 그런데 드라마에서는 크게 티가 안나던게 신기하였지요. 칠팔십년대 읍내의 모습, 동네 하천, 다리, 상점들의 모습들.그리고 조금더 증축을 하는지 공사중인곳들이 보였습니다. 조금더 업그레이드 된 모습을 기대해봅니다.",순천의 유명한 어트랙션.
27,2016/02/12,4,날씨 좋은 날 방문하시는걸 추천드립니다. 생각보다 규모가 있고 잘 정돈되어 있습니다.다른 관광지 가는 길에 잠깐 들렀다 가는걸 추천하지 이 세트장에만 시간 투자하는건 멀리서 온 여행객에겐 추천하지 않습니다. ,생각보다 괜찮은 규모의 세트장
28,2016/01/27,4,영화촬영지로도 많이 알려진 곳인데 규모가 많이 크진 않지만 여러 건물들이 어우려져서 좋았습니다. 두시간 하면 충분히 볼 정도의 크기입니다. 오르막이 좀 있어서 힘들었지만 위에서 보는 풍경도 좋았어요. ,좋아요
29,2016/01/25,5,드라마촬영장이였지만 요즘은 관광객들로 인해 북적북적한곳. 입장료를 내고들어가면 교복을 빌려서 입을수도있고 달고나 만들기 체험도있고여러가지체험이있어서 좋구요 사진찍는재미가있습니다 ,70-80년대를 느낄수 있는곳
30,2017/06/17,3,저는 그다지 별로였어요.. 뭐 시간이 아깝다거나 이 정도는 아니지만 쫌 실망스럽네요.. 20대 정도 데이트하는 분들은 즐거워 보이더군요..^^시내에서 멀지 않으니 시간 여유되시면 가보세요..,뭐 그다지..
31,2015/12/26,4,80년대 인기 드라마였던 사랑과 야망을 리메이크하면서 드라마 셋트장으로 쓰던 곳을 관광지로 사용하고 있는데 60-70년대 순천의 모습을 재현해 놓아 중년이신 분들은 추억거리를 제공하는 곳이고 어른 아이들한테는 당시의 모습을 체험할수 있는 곳이어서 두루두루 즐거워 했던 곳입니다.,드라마 사랑과 야망 셋트장
32,2015/12/19,3,정말 옛날 느낌 그대로 만들어놨더라구요 ㅋㅋㅋ신기하니까 꼭 방문해 보세요 ㅋㅋㅋㅋㅋㅋ 옛날로 돌아간것 같더라구요,신기 ㅋㅋㅋㅋ
33,2015/12/13,4,드라마속에 나왔던 옛장소가 순천 드라마 세트장에 많이 숨어있었네요. 신기하고 정겹고 하는 관광명소입니다. 순천에 가시면 한번 꼭들러보세요.,신기합니다.
34,2015/11/27,3,옛거리를 재현한 느낌이라 좋지만 사람이 너무 많고 영화나 드라마촬영이 있을때가면 일부분을 못보는 경험을 할수 있고 친구들이랑 가면 사진찍기는 좋을듯하다,순천시간여행
35,2015/11/12,3,순천여행에서 굳이 시간을 들여 일정에 넣을 필요는 없으나한번쯤 가면 사진들 많이 건질 수 있는 순천의 명소.커플/친구/가족 남녀노소 할 것 없이 구경하는 재미가 쏠쏠한볼거리가 많은 장소이다. 타임머신 타고 과거로 돌아가는 느낌이랄까,추억도 쌓고 사진찍기 좋은 순천의 포토존.
36,2015/11/03,4,옛 거리를 그대로 재현한 곳 순천 드라마 세트장드라마 촬영지라 완벽하게 재연된 옛 거리와 집의 모습들볼만한곳,옛 거리를 그대로 재현한 곳
37,2015/10/31,4,친구들과 가서 사진찍기에 여기만한 곳이 없음. 드라마 어디에 나왔는지 찾아보면서 구경하는 재미가 쏠쏠함.,사진
38,2015/10/09,4,"드라마세트장은 시대별로 구성되어 있습니다. 드라마 <에덴의 동쪽>, <제빵왕 김탁구>, <사랑과 야망>, <자이언트>, <빛과 그림자>, 영화 <늑대소년>등이 이곳에서 촬영되었는데요. 옛날 우리나라의 모습을 느끼고 싶다면 이곳에서 느껴보시는게 좋을 것 같아요",추억쌓기 좋은 곳
39,2015/10/01,5,이용시간은 9시부터 6시까지입니다. 입장료 있어요. 7-80년대를 배경으로 한 세트장이 만들어져있습니다. 옛날 교복 대여도 할 수 있고 추억속으로 여행하기 좋은것 같아요. 대신 그리 큰 기대는 안하셔도 될 것 같습니다. 기대 없이 둘러보시면 재밌게 보고 오실 수 있을 것 같네요.,드라마세트장
40,2017/06/17,2,너무 볼게 없어요. 세트장이 그렇게 크진 않고 그렇다고 해서 잘되어있는것도 아닙니다. 가면 실망할것 같습니다.,세트장에 대비해 볼것이 없는.
41,2015/09/15,4,드라마 세트장이 좀 넓은편이에요. 그냥 산책하면서 구경하듯 하면 될듯.. 세트라 사람의 정취가 느껴지지느 않아요.,놀러가자...
42,2015/09/04,5,50년대 내고향을 그대로 재현해놓은 순천 드라마세트장... 어린시절 아련한 기억들을 새록새록 나게하는 그런 장소였습니다.. 순천 여행시 꼭 들려보세요,추억속에 50년대 내고향 순천 드라마세트장
43,2015/08/18,4,2천원 정도의 금액이며 음 .. 세트장이라서 재미진건 있어요 규모는 크지않지만 사진찍는 맛이 있답니다! 친구들 또는 부모님과 오시면 좋을것 같구요~ 저 집 끝으로 올라가면 술쩍 전망도 볼수있어요 ㅋㅋ,좋습니다.
44,2015/08/11,4,순천에 드라마 촬영지가 있다고 해서 순천에서의 여행시간을 메꾸기 위해 갔는데 규모는 작았지만 60년대에서 80년대까지의 중소도시의 디테일을 잘 살려 놓은 거 같아 예정했던 시간보다 오래 머물며 건물과 골목 하나하나 세밀히 구경하는 재미가 컸어요. 더구나 드라마 세트장에서 좀 떨어진 언덕 쪽에 달동네 세트장을 꾸며 놓았는데 어릴 적 드라마 달동네의 모습을 다시 보게 되니 얼마나 반갑던지요. 60-80년대를 배경으로 하는 드라마나 영화를 본 후 다시 추억하고 싶다면 꼭 가보시라고 추천하고 싶은 곳 입니다.,작지만 60-80년대를 잘 옮겨 놓은 곳!
45,2014/12/05,5,"많은 경우 오래된 영화 시리즈를 보거나, 이 또한 감사합니다. 삼각대를 가지고 추가 배터리 그러한 열공정을!
직원들은 매우 친절하고 정직한. 제가 전화를 받을 수 있다. 감사합니다.",놀라운!
46,2016/07/18,4,"나머지 절반은 거대한 한국 영화 팬, 특히나 이 방문하는 순천, 전주에서 오는 길에 여수 로 를 중지. 이것이 버스를 타고 다음 주요 기차 역에서 조금만 걸으면 설정할 수 있습니다. 저렴한 엔트리 레벨은, 매우 조용한 곳을 방문했을 때 (4월 2014) 이 있었고 café 판매에 있습니다. 이 그룹의 영구 세트 등 도시 샨티 언덕 마을 - 20세기 한국 중족골부에. 이제 돌아다니기로 일부 건물: 할 가치가 있는 도시는 판자촌 이 가파른 언덕을 오르기, 경우에도 활선. 이 솔루션은 사용할 수 있을 많은 tv와 영화 늑대 소년 등 강남 블루. 좋아하는 한국 영화 이지만 많은 기록들을 드라마 세트, 실망할 것.",꼭 보는 영화 팬
47,2015/06/09,4,"순천 시티 투어 중에 여기에 온 것을 흥미로운 그룹의 흔적 였는데 60년대, 그리고 70년대 80년대. 유명한 영화 들이 촬영에 좋은 곳이고 사진을 찍을, 특히 사진 촬영. 정말 혼잡이 없었다, 그가 좋은 것을 원하지 않는 사람들의 사진이 바로 photobomb? 오래된 집 도 있었고, 심지어는 영화는 마음의 기쁨 에 버스 정류장 스냅할 수 있습니다.",흥미로운 곳은 조금 오래된 세계의 매력을 그대로 유지됩니다.
48,2015/04/09,3,"조금 작은 편 이 났던 것. 드라마 나 영화 촬영하는 감시 만약, 당신이 더 흥미로웠다.",조금 작은
